codepoint,x,y,width,height,active_width,anchor,top_row,bottom_row,bitmap_hex
26399,55,289,16,16,15,baseline,0,14,0066;7F66;7F66;63FF;6366;7F7E;6366;6366;637E;7F66;63FF;63FF;6336;79E7;3983;0000
26408,73,289,16,16,15,baseline,0,14,0180;0180;0180;0180;7FFE;7FFE;03C0;03E0;07F0;0DB8;199C;718E;6187;0180;0180;0000
26410,91,289,16,16,14,baseline,0,14,00C0;00C0;00C0;1FFE;1FFE;00C0;00C0;3FFF;3FFF;03F0;07F8;0EDC;3CC7;30C3;00C0;0000
26411,109,289,16,16,14,baseline,0,14,00C0;00C0;00C0;3FFF;3FFF;00C0;00C0;1FFF;1FFE;03F0;07D8;0ECC;3CC7;30C3;00C0;0000
26412,127,289,16,16,15,baseline,0,14,0180;0180;0180;0180;7FFE;7FFE;07E0;0FB0;0DB8;1998;398C;7FFF;6FFA;0180;0180;0000
26415,145,289,16,16,14,baseline,0,14,06C0;0EC0;1CC0;08C0;3FFF;3FFF;01E0;03E0;07F0;0ED8;1CCC;38C7;30C3;00C0;00C0;0000
26426,163,289,16,16,15,baseline,1,14,0000;0018;1F98;1F98;19BE;19FF;199C;199C;19BC;19FE;19BA;58DB;58D8;78F8;7878;0000
26435,181,289,16,16,14,baseline,1,14,0000;0018;1FD8;3FD8;3FD8;30FF;199C;199C;1DBC;0F7E;071B;071B;0F98;39F8;3058;0000
26448,199,289,16,16,14,baseline,1,14,0000;1818;1818;1818;3FBE;3FFF;1C1C;1C3C;1E7C;1B3E;199B;18DB;1858;1E18;0E18;0000
26463,217,289,16,16,14,baseline,0,14,00C0;00C0;3FFF;1FFF;00C0;1FFE;18C6;18C6;1FFE;1FFE;01F0;07F8;1EDE;38C7;10C1;0000
26465,235,289,16,16,15,baseline,0,14,0040;0060;1FF0;0E3C;07EE;03C0;1FF8;7CBF;0182;3FFC;0180;0DB8;199C;318E;00E0;0000
26469,253,289,16,16,15,baseline,0,14,0180;0180;3FFC;7FFE;1988;1998;0D98;7FFE;7FFF;03E0;07F0;1DB8;399E;7187;0180;0000
26497,271,289,16,16,15,baseline,0,14,0018;1FD8;1FD8;193E;193E;199C;7D9C;63BC;73BE;379E;3EDB;1CDA;3CD8;7778;6338;0000
26500,289,289,16,16,15,baseline,0,14,0318;0198;0198;7FBE;7FFF;62DC;635C;633C;65BE;6D9E;6FDB;68DA;6018;3C18;3C18;0000
26524,307,289,16,16,15,baseline,1,14,0000;3FFC;3FFC;318C;3FFC;318C;318C;3FFC;0180;7FFF;7FFE;0FF0;3DBC;718F;0182;0000
26525,325,289,16,16,16,baseline,0,14,0C08;0C08;0C08;7FFE;7FBF;0C1C;7F9C;7FBC;31FE;3B0E;1F0B;0E0A;1F08;FBC8;60C8;0000
26550,343,289,16,16,15,baseline,0,14,0018;3E18;7FFF;63CC;63CC;63CC;7FE6;7FF3;0180;7FFF;7FFE;0FF0;3DBC;798F;2182;0000
26588,361,289,16,16,16,baseline,0,14,0018;FF98;7F98;01BE;01BE;3F9C;3F9C;21BC;21BE;3F9E;3F9B;019A;0198;FF98;FF98;0000
26597,379,289,16,16,14,baseline,0,14,00C0;00C0;00C0;3FFF;03F0;06D8;1CCE;3FFF;0C0C;0FFC;0C0C;0C0C;0FFC;3FFF;3FFF;0000
26631,397,289,16,16,16,baseline,0,14,0018;3F98;3F98;0018;007F;7F9C;FFBC;063C;16FE;379E;769B;66D8;66D8;6758;0718;0000
26639,415,289,16,16,15,baseline,0,14,3118;3318;3318;1A3E;7FFE;7F9C;001C;003C;3FBE;3FBE;001B;001A;0018;7FD8;7FD8;0000
26641,433,289,16,16,14,baseline,1,14,0000;1004;1004;11E4;19FE;3F9F;11BC;16EE;16EE;1CDE;1DE7;11E7;1174;1834;1C04;0000
26657,451,289,16,16,15,baseline,1,14,0000;0208;0608;3FC8;7FCC;09BE;198C;30DC;39FC;0DBE;0F0A;060B;0F08;39C8;30C8;0000
26679,469,289,16,16,16,baseline,0,14,6188;3188;3308;7FBE;7FFE;0C1C;0C1C;7FBC;0C3E;0C0E;FFCF;7FCA;0C08;0C08;0C08;0000
26680,487,289,16,16,15,baseline,1,14,0000;060C;060C;7FCC;3FFE;130C;199C;0FDC;27FE;330E;19CF;0C4E;1F0C;33CC;20EC;0000
26681,505,289,16,16,15,baseline,0,14,0018;3FD8;30D8;30FE;3FFF;30DC;30DC;3FFC;26FE;74DE;3CDB;1CDA;38D8;77D8;61D8;0000
26684,523,289,16,16,16,baseline,0,14,0618;0718;7F18;3F98;33FF;1EFE;1E1C;1E3C;7FBC;F1FE;7FDA;619B;6198;6198;7F98;0000
26694,541,289,16,16,15,baseline,0,14,0008;7FC8;7FC8;3EFE;7FFF;08DC;08DC;7FFC;1CEE;08CE;08CB;7FCA;7EC8;7FC8;7FC8;0000
26700,559,289,16,16,15,baseline,0,14,0180;0180;7F80;0180;3FFC;300C;3FFC;300C;3FFC;0180;7FFF;07E0;1FB8;799E;6186;0000
26723,1,307,16,16,15,baseline,0,14,0418;64D8;64D8;35BE;35FF;141C;7FDC;7FFC;603E;7FBE;7FDB;601B;6018;7FD8;7FD8;0000
26725,19,307,16,16,15,baseline,0,14,0018;3F18;3FD8;063E;7FFE;7FDC;1B1C;31BC;71FE;1B5E;1B1B;199A;1998;18D8;18D8;0000
26816,37,307,16,16,15,baseline,0,14,060C;060C;0F0C;1B9E;31FF;70EC;5FFC;003C;66FE;26CE;348F;158C;180C;7FEC;7FCC;0000
26869,55,307,16,16,16,baseline,0,14,0018;7FD8;7FD8;6CFE;7FFF;6CDC;7FDC;0E3C;0E7E;FFDE;1F1B;3F1A;7DD8;6CF8;0C18;0000
27010,73,307,16,16,15,baseline,0,14,0004;3FF4;3FB4;15BE;17FF;17B6;1FBE;3FFE;183E;18B7;1DB7;1DF5;5774;7334;3184;0000
27133,91,307,16,16,15,baseline,0,14,0A08;1B08;7FC8;7FDE;7FFE;6AFE;7FDC;4A5C;7FFC;7FBE;7F8E;718B;7F88;7188;7F88;0000
27169,109,307,16,16,15,baseline,0,14,1B0C;7FCC;7FCC;1B1E;3FFE;3FDC;3FDC;20FC;3FFE;3FCE;060F;7FEE;1F0C;79CC;60EC;0000
27178,127,307,16,16,16,baseline,0,14,1318;1B18;7FD8;3B18;7FFE;FFFC;0E1C;7FDC;6CFE;7FFE;6CDB;7FDB;7F98;73D8;60F8;0000
27424,145,307,16,16,14,baseline,0,14,0008;001C;000C;3FFC;3FFE;18C6;18C3;0CC3;00E0;01E0;01E0;0330;071C;3E0F;3807;0000
27425,163,307,16,16,14,baseline,0,14,00C0;00C0;00E7;3FEE;3FE4;3B30;1B30;1B10;030C;078C;0786;0DC7;1CE3;3871;3038;0000
27454,181,307,16,16,15,baseline,0,14,0618;0618;07FE;7F18;7FFE;63FE;6F80;3DFE;0CFE;1DFF;1C58;1EDE;36DA;731B;611C;0000
27490,199,307,16,16,15,baseline,0,14,0180;0180;0180;0184;018C;3F8C;3F8C;018C;018C;018C;018C;018C;018C;7FFF;7FFF;0000
27491,217,307,16,16,14,baseline,1,14,0000;1FFF;3FFF;00C0;00C0;00C0;00CC;1FCC;1FCC;00CC;00CC;00CC;00CC;3FFF;3FFF;0000
27492,235,307,16,16,15,baseline,0,14,0318;0318;0318;0318;131E;3B7E;1F7E;071E;031E;031E;031E;231E;637E;3F7F;3E1F;0000
27493,253,307,16,16,14,baseline,0,15,00C0;00C4;1FCC;1FCC;00CC;3FFF;3FFF;00C8;18DC;0CCE;0EC7;07C2;03E0;00FE;001F;0001
27515,271,307,16,16,15,baseline,1,14,0000;7FFF;7FFF;030C;030C;33FC;3BFE;0F67;076F;037C;0338;2338;631C;3F0E;3E07;0000
27530,289,307,16,16,16,baseline,0,14,0C00;0F7E;0F7E;7F8C;7FBC;0DFC;0CE6;7FE6;FFFF;1E3E;3F30;6F98;EDDC;4CCE;0C06;0000
27573,307,307,16,16,15,baseline,0,14,0060;1F7C;1B1E;1B06;1B3E;1BFE;7986;00BE;3FFE;3306;1B76;1E7F;0E07;3F86;71C6;0000
27597,325,307,16,16,14,baseline,1,14,0000;1FFC;1FFC;18EC;19CC;190C;3FFF;3FFF;1866;0CE6;0D86;3FFE;3FFE;0C00;0780;0000
27599,343,307,16,16,16,baseline,0,14,0010;0038;7FF8;3FFC;000E;1FFE;19DA;1B98;3B18;FFFF;19CC;1B8C;7FFC;1E00;0E00;0000
27604,361,307,16,16,14,baseline,0,14,0186;0186;0186;1186;3986;1DFE;0FFE;0786;0186;0186;2186;2186;31FE;3FBF;3F07;0000
27700,379,307,16,16,15,baseline,0,14,00C0;00C0;00C0;10C0;18DF;1DFF;0FF8;03D8;06D8;0ECC;1CCE;38C7;70C3;00F0;00F0;0000
27704,397,307,16,16,14,baseline,2,14,0000;0000;01F0;03C0;03F8;01F8;3180;3990;0FBF;07B8;0798;1D9C;398E;31E6;00E0;0000
27714,415,307,16,16,15,baseline,0,14,0D80;1D80;3180;7FFE;7FFE;3184;338C;1F98;0F90;0FE0;1DF8;399E;7187;01F0;00F0;0000
27719,433,307,16,16,15,baseline,0,14,0002;3FF7;3FFE;0030;0030;0033;0037;0036;0030;003C;003C;0036;0036;7FF3;3FE3;0000
27744,451,307,16,16,15,baseline,0,14,0604;065E;06D8;76C0;7EC0;6FC7;67EE;66F8;66C0;76D8;3ED8;40CC;60CC;7FC6;3FC6;0000
27760,469,307,16,16,15,baseline,0,14,0302;030F;030C;0300;0300;7FF3;3FF7;0784;0780;0588;0CCC;0CCE;19E6;33B3;333B;0000
27809,487,307,16,16,14,baseline,2,14,0000;0000;0FCE;0CDC;0CC0;3CC0;3C67;002C;1FE0;1CE8;0CD8;0F8C;078C;1FE6;38F6;0000
27844,505,307,16,16,15,baseline,0,14,0302;1B67;1B6E;1B60;1B70;7FFB;1B77;1B64;1B60;1F6C;1F6C;0066;0066;7FE3;3FE3;0000
27861,523,307,16,16,14,baseline,0,14,0302;030E;030C;3FE0;1FE0;0303;0307;3FF4;3FE0;0188;0D8C;18CC;1CE6;3FE7;30E3;0000
27874,541,307,16,16,14,baseline,0,15,0302;0307;1FEE;3FF0;3330;1B31;1337;1FF6;1FF0;0CB0;0DBC;0736;0736;0FDB;3DFB;1048
27969,559,307,16,16,15,baseline,1,14,0000;0307;3FFE;3FF4;0CC0;18C3;3FF7;3034;0B60;0B6C;0B6C;0B66;2B36;7B33;391B;0000
27975,1,325,16,16,15,baseline,0,14,0082;3987;3FFE;11F0;1F00;0F03;2FE7;3CF6;1000;3FF4;3FFC;0CC6;0CC6;6C63;3C73;0000
27979,19,325,16,16,13,baseline,1,14,0000;1002;11FE;151C;1550;1551;1557;1556;1550;1550;1556;1576;10E6;11B3;1D1B;0000
27982,37,325,16,16,15,baseline,0,14,0100;0307;3FFE;3FF0;0CC0;0783;0F87;7FF0;3870;0CC4;0CC6;0CC6;0C67;0C73;0C3B;0000
28023,55,325,16,16,15,baseline,0,14,0042;006E;3FEC;3FF0;0030;3FF9;3367;3266;7FF8;3FFC;1B66;1A76;3FF6;1803;0E03;0000
28040,73,325,16,16,14,baseline,0,14,0302;3367;336C;1BC0;0340;3FE3;3FE7;3066;3FE0;3064;306C;3FE6;3066;3C63;1C63;0000
28120,91,325,16,16,14,baseline,0,14,0040;00CE;106C;3FF0;30F0;37DF;3FEE;3124;3FF0;318C;3D2C;3D2C;3FE6;3FE6;1C02;0000
28145,109,325,16,16,15,baseline,0,14,0004;7FEE;6068;6DE0;1980;30E7;366E;0600;7FE0;3FE8;0F8C;1ECC;36E6;6676;0602;0000
28165,127,325,16,16,14,baseline,1,14,0000;0182;1FFF;0184;1FF0;0181;3FFB;1FFE;0FF0;0C34;0FFC;0C36;0FF6;0C33;0E33;0000
28170,145,325,16,16,13,baseline,1,14,0000;1813;199E;1DFC;1FF0;1FD1;1BD7;1FF6;1990;1BD4;1FDE;1DFE;1DFB;199B;198F;0000
28193,163,325,16,16,14,baseline,0,14,0200;0207;3FFE;1930;19B0;3FF3;1937;1F30;0030;1FF4;19B6;0F16;0F1B;3FDB;38C9;0000
28216,181,325,16,16,15,baseline,0,14,0420;0667;3E6E;7FF8;03F8;3F31;3EF7;19F0;19B0;7FB6;3FB6;199E;189B;1EFF;0EED;0000
28297,199,325,16,16,15,baseline,1,14,0000;3FFB;3FDE;1ADC;1AF8;1AD9;1BDF;3FFE;0C18;1C7C;1EDE;1EFE;7BBB;798B;39C1;0000
28304,217,325,16,16,15,baseline,0,14,0002;7FFE;3FFC;0630;3FB0;30B3;30B7;3FB6;3FB0;3FB4;063E;37B6;36DE;667B;070B;0000
28369,235,325,16,16,14,baseline,1,14,0000;1FE6;186E;1BE8;1A60;3FF3;3FFF;301E;1FE0;1860;1FEC;186E;1FE6;1863;0C62;0000
28378,253,325,16,16,14,baseline,0,14,0100;0303;3FFE;0CE4;1C60;31B9;26D7;0FF6;1FF0;13C4;3EE6;1E7E;1C7E;3BE3;31E3;0000
28382,271,325,16,16,15,baseline,1,14,0000;0206;12CE;7FF8;1BC0;1242;0007;3FF6;3FF0;3FF4;1FEC;136C;1266;1A66;0202;0000
28385,289,325,16,16,14,baseline,0,14,0CC0;0CC7;3FFE;0CC4;3FF0;3FFB;0487;3FF6;36F0;36FC;3FFE;3FF6;3377;3033;3832;0000
28404,307,325,16,16,14,baseline,0,14,0100;0387;3FFE;0C44;04C0;3FF1;3FF7;37F6;37F0;37F4;37F6;34F6;37F7;30F3;1C30;0000
28436,325,325,16,16,14,baseline,0,15,0300;0306;3FFE;3030;3FF0;1FE3;0307;3FF2;3330;3FF4;333E;3FF6;1FE6;1CE3;307B;0010
28748,343,325,16,16,15,baseline,0,14,0C82;0DC7;7FFE;0C84;3DE0;3523;3DE7;06C4;3FE0;0E74;3FFC;1FE6;3FE3;7FE3;7FE1;0000
28779,361,325,16,16,14,baseline,0,14,00C0;00C0;00C0;10CC;18CE;18C6;0CE6;0CE3;01E0;01F0;0330;0718;1E1E;3C07;2003;0000
28781,379,325,16,16,15,baseline,0,14,7FFE;7FFE;0180;0180;3198;3198;19CC;1BCC;0BC4;03E0;0660;0C30;3C3C;700F;0002;0000
28783,397,325,16,16,15,baseline,0,14,0018;7F98;7F98;187A;187A;183A;183B;181B;180C;181C;183C;187C;1866;1F07;0F02;0000
28857,415,325,16,16,14,baseline,0,14,00C0;00C0;3FC0;3FC0;00C0;1FFE;1FFE;1806;1806;1FFE;0FFC;1906;1B36;3333;3333;0000
28865,433,325,16,16,15,baseline,0,14,380C;3F8C;018C;008C;0CFE;0CFE;7FDE;7FCF;0C0C;2D0C;3D9C;6CBC;6CD6;4F43;0702;0000
28895,451,325,16,16,15,baseline,0,14,0008;7FC8;7FC8;64E8;64EE;66FA;7FFF;66CF;6ECC;6ECC;7ADC;73FC;61F6;7FC6;7FC2;0000
28982,469,325,16,16,14,baseline,0,14,0E08;1E7C;1E7C;1FE6;3FFE;0733;073D;0F18;0D8C;18C7;1042;0DB6;19B6;3B33;1000;0000
29031,487,325,16,16,14,baseline,1,14,0000;3FFF;3FBF;3333;31B3;1DFF;00FF;3FF3;30F3;30FF;3FDF;1006;1B36;3327;3363;0000
29071,505,325,16,16,14,baseline,0,15,0E00;0FFE;00C0;3FFF;00C0;1FFE;1ADE;1BD6;1FFE;1FFE;1FFE;3FFF;3FFF;19B6;3933;1120
29190,523,325,16,16,16,baseline,0,14,000C;7FCC;604C;7FCC;7FFE;7FFE;7FDE;7FCF;7FEC;7FCC;F6FC;5F9E;1FB6;77E3;0702;0000
29256,541,325,16,16,15,baseline,0,14,7830;7FB6;01B6;01B6;01FE;7FFE;7F86;6786;37FE;3DFE;3DE6;19E6;3DE6;7FE3;62E2;0000
29260,559,325,16,16,16,baseline,0,14,0410;7F96;7F96;6596;6596;7FBE;67BE;7F86;1F3E;1BB6;19B6;FFF6;1836;1832;1833;0000
29273,1,343,16,16,14,baseline,1,14,0000;3FFE;1FFE;060C;060C;060C;0606;3FFE;07C4;06E0;0670;063C;060F;07C7;0380;0000
29289,19,343,16,16,16,baseline,0,14,0318;031E;031E;FFBE;FFFE;F6DE;D6DB;DB58;DB78;4DBE;6DDA;6698;6718;7B98;3918;0000
29305,37,343,16,16,15,baseline,0,14,060C;060E;3FCF;3F9F;063F;7FEF;7FED;180D;3FFC;7FFF;188F;198C;1B0C;1E0C;1E0C;0000
29366,55,343,16,16,14,baseline,1,14,0000;010C;0D0C;190D;190F;1FEE;3FFE;038C;038C;038E;06CF;06CD;0C6C;187C;103C;0000
29420,73,343,16,16,14,baseline,0,14,0301;031B;030E;030E;3FEF;336F;336D;336C;336C;3FEE;130F;1B0D;330C;3FFF;30F7;0000
29482,91,343,16,16,16,baseline,0,14,0616;663E;7FDC;371C;1E1F;FFFA;7FD8;0718;7FDC;61FE;61F7;7F98;6198;619E;7F8E;0000
29486,109,343,16,16,15,baseline,0,14,1830;3830;79FF;7830;1830;7FFE;1DEE;19AA;1DBA;1DFE;3DB2;3DFE;67B2;67B2;43D2;0000
29575,127,343,16,16,14,baseline,0,14,0040;00C0;3FFF;13E2;1B67;1DFE;01E0;0F6C;3FFF;32F1;00C0;3FFF;00C0;00C0;00C0;0000
29579,145,343,16,16,15,baseline,1,14,0000;3FFE;3FFE;0180;0180;0180;0180;3FFC;3FFC;0180;0180;0180;0180;7FFF;7FFE;0000
29609,163,343,16,16,16,baseline,1,14,0000;7FBE;7FBF;000C;000C;000C;7FFE;FFFE;1B0C;1B0C;1B0C;19FE;D99F;F8E0;7860;0000
29615,181,343,16,16,14,baseline,1,14,0000;3FFF;3FFF;0306;0306;0786;0F9F;1FCF;3BE6;3366;0336;031F;0307;0300;0300;0000
29616,199,343,16,16,16,baseline,1,14,0000;7FFE;61FE;6198;6598;6598;65BE;65BE;6798;2E98;0E38;CF7C;CF1F;CDC2;78E0;0000
29627,217,343,16,16,16,baseline,0,14,0C00;0C3E;4EBE;FFCC;6ECC;6CCC;7FFE;7FDE;73CC;33CC;3EFC;1EFC;1E6F;FF62;E3A0;0000
29664,235,343,16,16,16,baseline,0,14,0C00;0DBF;0DBF;3F8C;7F8C;0CCC;0CFE;7FFE;FFCC;1E0C;1F0C;3DBC;6DFE;CCE2;0C00;0000
29702,253,343,16,16,16,baseline,1,14,0000;7FFF;7FFF;6CCC;7FCC;6CCC;6CFE;7FCC;0E0C;0C0C;7FEC;7FBC;0C1F;FFE2;FFE0;0000
29827,271,343,16,16,15,baseline,0,14,0200;0300;7FFF;3D46;3746;3746;3DCF;3FDF;1FC6;3FE6;3F7E;3D7F;3FE7;38E0;3860;0000
29983,289,343,16,16,15,baseline,0,14,00C8;00CC;00CC;3FFE;3FFE;00C7;00C3;00C0;1FFC;1FFC;00C0;00C0;00C0;7FFF;7FFF;0000
29992,307,343,16,16,14,baseline,1,14,0000;3FFE;3FFE;30C6;30C6;3FFE;3FFE;30C6;30C6;3FFE;3FFE;30C6;30C3;3EC3;1EC1;0000
30001,325,343,16,16,13,baseline,0,14,00C0;00C0;00C0;1FFF;1FFF;18C3;18C3;18C3;1FFF;1FFF;18C3;18C3;18C3;1FFF;1FFF;0000
30005,343,343,16,16,13,baseline,0,14,0060;0060;0062;0FFF;0FFF;0C63;0FFF;0FFF;0C63;0FFF;0FFF;1863;1860;1FE0;1FC0;0000
30011,361,343,16,16,14,baseline,1,14,0000;3FFF;3FFE;0000;07F8;37FA;36DB;36DB;37FB;36DB;37FB;37FB;3003;3FFF;3FFE;0000
30028,379,343,16,16,14,baseline,1,14,0000;1FFE;18C6;18C6;1FFE;18C6;1FFE;1FFE;0E38;3E3F;3E37;0630;0618;061E;060E;0000
30041,397,343,16,16,14,baseline,0,14,0020;3FBC;3F9E;3202;3332;3332;31FF;1CEF;1FFC;1FFE;18C6;1FFE;18CE;1FFE;1FFE;0000
30333,415,343,16,16,12,baseline,0,14,0020;0070;0030;0FFF;0FFF;0C03;0C03;0C03;0FFF;0FFF;0C03;0C03;0FFF;0FFF;0C03;0000
30340,433,343,16,16,14,baseline,0,14,0108;031C;030C;3FFF;3FFF;30E3;30E3;31E3;337F;3663;3663;3063;307F;1E7F;1F03;0000
30405,451,343,16,16,14,baseline,0,14,00C0;00C0;1FFE;1FFE;18C6;18C6;1FFE;00C0;00C0;00C0;1FFE;1936;1936;3FFF;3FFF;0000
30410,469,343,16,16,14,baseline,0,14,0400;0C1C;0618;3FFF;3FFF;0210;0F18;3C0F;3007;1FFE;1926;1926;1926;3FFF;3FFF;0000
30422,487,343,16,16,15,baseline,0,14,0418;0618;1FFE;1FFE;00C0;1FFE;00C0;3FFF;3FFF;0000;1FFE;1B26;1B26;7FFF;7FFF;0000
30423,505,343,16,16,15,baseline,1,14,0000;00C2;3FEF;3FEC;3330;1B30;078C;0CCF;3873;3030;1FFE;1B26;1B26;3FFF;7FFF;0000
30431,523,343,16,16,15,baseline,1,14,0000;3F7E;3366;3F66;3F7E;3366;3F66;31FE;3986;3880;3FFC;366C;366C;7FFF;7FFF;0000
30446,541,343,16,16,12,baseline,1,14,0000;0FFF;0FFF;0C03;0C03;0FFF;0FFF;0C03;0C03;0FFF;0FFF;0C03;0FFF;0FFF;0C03;0000
30452,559,343,16,16,14,baseline,0,14,00C0;3FFF;3FFF;0040;0FFC;0C0C;0C0C;0FFC;0C0C;0FFC;0C0C;0FFC;0C0C;3FFF;3FFF;0000
30456,1,361,16,16,15,baseline,0,14,0018;7F98;7F98;61BE;61FF;7F9C;7F9C;61BC;61BE;7FFE;7F9B;619B;6198;7F98;6198;0000
30475,19,361,16,16,14,baseline,0,14,0C00;1FFE;0060;1FFE;0070;0030;3FFF;0018;1FFC;181E;1FFF;181B;1FF8;1818;1FF8;0000
30495,37,361,16,16,14,baseline,0,15,0080;00C0;3FFF;00C0;0FFC;0FFC;0FFC;0FFC;0C0C;0FFC;0C0C;3FFF;3FFF;1F3C;3C0F;0002
30528,55,361,16,16,15,baseline,0,14,0C30;0C30;7FFE;00C0;3FFC;00E0;7FFE;0070;3FF8;3038;3FFE;3037;3FF2;3030;3FF0;0000
30693,73,361,16,16,14,baseline,0,14,0006;0006;3FFE;31FF;319B;3199;3198;31FF;31FF;319C;31BC;31FC;3FE6;3FC7;3183;0000
30701,91,361,16,16,15,baseline,0,14,0002;7FC6;7FBE;003F;3F8F;3F8F;318C;31BF;3F8C;3F8C;319C;1B3E;1B36;7FC3;7FC3;0000
30707,109,361,16,16,15,baseline,1,14,0000;7FFE;7FFE;0060;0060;0030;0030;3FF8;3FFC;303E;3037;3032;3030;3FF0;3FF0;0000
30721,127,361,16,16,14,baseline,1,14,0000;1FFF;1FDF;1806;1886;18C6;18DF;1CDF;3FD3;3013;3013;3FF2;301E;181E;1E02;0000
30733,145,361,16,16,14,baseline,1,14,0000;0080;00DF;00C6;3FC6;38C6;1A63;1B7F;031B;071B;071B;0F9A;0DDE;38E2;3062;0000
30772,163,361,16,16,16,baseline,0,14,0C00;0C3E;0C3E;FF8C;6D8C;6D84;7FBE;7FB6;73B7;37B6;3FB4;1DB4;1CFC;7EFC;E364;0000
30784,181,361,16,16,15,baseline,0,14,0600;063F;36DF;36C6;36C6;36C6;3FDF;0613;26D3;66D3;66D2;66D2;66DE;7FDE;7FC2;0000
30830,199,361,16,16,15,baseline,0,14,0300;037E;1FBE;198C;7FCC;7FCC;6DBE;7FBE;6DB7;6DB6;7FB4;7FB4;6CFC;6CFC;7C64;0000
30913,217,361,16,16,15,baseline,0,14,1080;199F;1986;7FE6;7FE6;18C2;2FDF;2F7B;3FFB;3DFB;18DB;39DB;6F7F;7FF3;4722;0000
31034,235,361,16,16,14,baseline,1,14,0000;0FFE;1FFE;0000;0000;3FFF;3FFF;00C0;04C4;0CCC;1CC6;18C3;38C3;10F9;0078;0000
31080,253,361,16,16,14,baseline,1,14,0000;3FFF;0330;1FFE;1B36;1B36;1FFE;0000;0FFC;0000;3FFF;04C8;0ECC;38C7;30F3;0000
31105,271,361,16,16,14,baseline,0,14,0C08;0C08;3FFF;0E1C;1F3E;3DEB;2C89;0000;1FFC;3FFF;3FFF;04C8;0CCC;38C7;30F3;0000
31163,289,361,16,16,14,baseline,0,14,0040;00C0;3FFF;0B34;19E6;1BF6;1B36;1FFE;00C0;3FFF;3373;3333;37FB;301B;1C03;0000
31181,307,361,16,16,16,baseline,0,14,0C00;0C3C;0C1E;0C18;FFD8;ECFF;CCFE;CCDC;FFFC;FFFE;ECDB;0C1B;0C18;0C18;0C18;0000
31186,325,361,16,16,15,baseline,0,14,0C00;0C3C;0C1E;3D98;3D98;6DFF;6DFE;4CFC;2C3C;343E;381B;1C1B;0F18;07D8;01D8;0000
31215,343,361,16,16,15,baseline,1,14,0000;3FBF;3F9F;318C;318C;31FF;31FF;3F9C;3FBE;002E;110F;398D;318C;60CC;60CC;0000
31227,361,361,16,16,16,baseline,0,14,0400;063E;7F1E;33D8;3FD8;1E7F;0FFE;0FDC;FE3C;63BE;77DA;3E1B;1E18;07D8;01D8;0000
31243,379,361,16,16,16,baseline,1,14,0000;7FBE;619F;6198;6198;7FFF;001C;7F9C;7FFC;0C7E;0C3A;7F9B;0C18;0C18;FFD8;0000
31246,397,361,16,16,15,baseline,0,14,1120;33BE;1B1E;3F98;7F98;61FF;61BE;7FBC;7FFC;1B7E;1B1B;1B1B;5998;59D8;78D8;0000
31283,415,361,16,16,16,baseline,1,14,0000;133C;3F9E;18D8;3FD8;203E;203E;3F9C;203C;3FFE;041E;6DDB;71F8;F378;1F18;0000
31348,433,361,16,16,14,baseline,1,14,0000;00C0;00C0;3FFE;3FFF;3003;3003;3632;0630;0618;0C18;1C0C;180C;3007;3003;0000
31354,451,361,16,16,14,baseline,1,14,0000;00E0;1FFF;3FFF;3003;3733;1E1F;180F;0FFE;0FFC;00C0;00C0;00C0;3FFF;3FFF;0000
31359,469,361,16,16,14,baseline,0,14,0040;00C0;3FFF;3113;3739;1E0F;1FFE;1FFE;0304;0306;3FFE;03E0;037C;038F;03C1;0000
31364,487,361,16,16,14,baseline,0,14,0040;00E0;3FFF;3113;3F1D;1C1F;103A;3FF8;3FFC;0066;1FE3;0060;1FE0;0060;0060;0000
31383,505,361,16,16,14,baseline,0,14,0040;00E0;3FFF;3333;3F3F;3C6F;3067;1FFE;1826;1BF6;1B7E;19E6;1BF6;1A3E;1FFE;0000
31435,523,361,16,16,14,baseline,0,14,0040;00C0;00C0;3FFE;3FFF;0000;0E18;0618;0618;0618;0338;0330;0310;3FFF;3FFF;0000
31454,541,361,16,16,14,baseline,1,14,0000;00C0;3FFF;0618;0618;3FFF;0000;0FFC;0C0C;0FFC;0FFC;0330;2338;3F1E;3F07;0000
31456,559,361,16,16,15,baseline,0,14,0080;0180;3FFE;0C30;7FFF;0000;1FFC;180C;1FFC;180C;1FFC;0180;7FFF;0180;0180;0000
31508,1,379,16,16,14,baseline,0,14,0104;030E;3FFE;0FDF;0CD3;1FFC;07FE;1CC0;1FFE;00FE;3FE0;3FFF;30C7;30C0;1FC0;0000
31532,19,379,16,16,14,baseline,0,14,0104;030C;3FFE;0D9B;0CFB;1FFE;18C0;18C0;1FFE;00C6;1FFE;18F0;18D8;18CC;1EC3;0000
31561,37,379,16,16,15,baseline,0,14,0104;030E;3FFE;0CDB;04C9;1FFE;00C0;3FFF;7FFF;0600;3FFF;0618;0638;07B0;0780;0000
31569,55,379,16,16,15,baseline,0,14,0608;060C;7EFC;1B3E;31B7;1FBE;3FFE;3198;3398;3798;3FB8;3DFE;70DF;70E0;7060;0000
31574,73,379,16,16,15,baseline,0,14,0208;030C;7FFE;0DBF;09B2;7FFE;0180;0180;3FFC;318C;318C;3FEC;1FF8;799E;2182;0000
